domain,vertical,region,company,batch,stratum,n_article_urls,best_path,qualified,error,crawls
oasisspacesla.com,services_other,us,Oasis Spaces,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
epm1.net,services_other,us,Environmental Pest Management,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
observe.ai,software_saas,us,Observe.AI,yc_directory,yc_directory,105,blog/,True,,
evidence.care,health,us,EvidenceCare,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
demandjump.com,software_saas,us,DemandJump,inc.com_api_i5list,inc.com_api_i5list,123,blog/,True,,
liquidaudio.us,ecommerce_retail,us,Liquid Audio Inc,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
harvestonegroup.com,services_other,us,Harvestone Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
infolob.com,services_other,us,INFOLOB SOLUTIONS,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
ecommercefulfilment.com,services_other,uk,James and James Fulfilment,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
mobomo.com,services_other,us,Mobomo,inc.com_api_i5list,inc.com_api_i5list,16,blog/,False,,
deutsches-pm.de,services_other,eu,DPM - Deutsches Personal Management,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
ediblearrangements.com,ecommerce_retail,us,Edible Arrangements,inc.com_api_i5list,inc.com_api_i5list,296,blog/,True,,
givemetap.com,ecommerce_retail,eu,GiveMeTap,yc_directory,yc_directory,382,blog/,True,,
alluremedical.com,health,us,Allure Medical,inc.com_api_i5list,inc.com_api_i5list,80,blog/,True,,
nam-tech.com,software_saas,us,Nam Technologies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
camlist.com,ecommerce_retail,eu,Camlist,yc_directory,yc_directory,0,,False,,
sightplan.com,software_saas,us,SightPlan,inc.com_api_i5list,inc.com_api_i5list,49,blog/,True,,
epicbrokers.com,fintech_insurance,us,Edgewood Partners Insurance Center,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
smslodging.com,services_other,us,SMS Lodging,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
aiinsurance.io,fintech_insurance,us,AI Insurance,yc_directory,yc_directory,0,,False,,
cancerexpertnow.com,health,us,Cancer Expert Now,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
idemeum.com,software_saas,us,idemeum,yc_directory,yc_directory,17,blog.,False,,
edubroker.pl,edtech,eu,Edubroker,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
xtremelte.com,services_other,us,Xtreme LTE,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
sorted.com,software_saas,uk,Sorted Group,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,154,blog/,True,,
cinchit.com,services_other,us,"Cinch I.T. of Newton, Woburn, Framingham",inc.com_api_i5list,inc.com_api_i5list,0,,False,,
180degreesinc.com,services_other,us,180 Degrees Design + Build,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
americor.com,fintech_insurance,us,Americor Funding,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
franchise.teriyakimadness.com,ecommerce_retail,us,Teriyaki Madness,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
intel.com,devtools,us,Intel VTune Amplifier,g2.com_wayback,g2.com_wayback,0,,False,,
roomstorm.com,ecommerce_retail,us,Roomstorm,yc_directory,yc_directory,0,,False,,
avanticorporation.com,services_other,us,Avanti Corporation,inc.com_api_i5list,inc.com_api_i5list,15,blog/,False,,
smbhd.com,services_other,us,The SMB Help Desk,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
primelightworks.com,services_other,us,Prime Lightworks,yc_directory,yc_directory,0,,False,,
oceansidehawaii.com,services_other,us,Dignity Senior Living,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
buzzclan.com,services_other,us,BuzzClan,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
personalhaus-gruppe.de,services_other,eu,Personalhaus Bielefeld,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,0,,False,,
medcerts.com,edtech,us,MedCerts,inc.com_api_i5list,inc.com_api_i5list,332,blog/,True,,
emailio.com,software_saas,us,Emailio,yc_directory,yc_directory,0,,False,,
tdtgroup.net,services_other,us,The Deal Team,inc.com_api_i5list,inc.com_api_i5list,3,blog/,False,,
thegreylegalgroup.com,services_other,us,The Grey Legal Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
tastefulselections.com,ecommerce_retail,us,Tasteful Selections,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
housewarming.me,software_saas,us,Housewarming,yc_directory,yc_directory,0,,False,,
verifone.com,fintech_insurance,us,2Checkout (now Verifone),g2.com_wayback,g2.com_wayback,200,blog.,True,,
cavacompanies.com,services_other,us,Cava Companies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
fivestarfranchising.com,services_other,us,Five Star Franchising,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
sendowl.com,software_saas,,SendOwl,g2.com_wayback,g2.com_wayback,194,blog/,True,,
doublewoodsupplements.com,health,us,Double Wood,inc.com_api_i5list,inc.com_api_i5list,50,blog/,True,,
fisherstech.com,services_other,us,Fisher's Document Systems,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
ensoanalytics.com,devtools,eu,Enso,yc_directory,yc_directory,0,,False,,
shieldbio.com,health,us,Shield Bio,yc_directory,yc_directory,0,,False,,
archform.com,health,us,ArchForm,yc_directory,yc_directory,0,,False,,
maxxdtrailers.com,ecommerce_retail,us,Maxey Trailers Mfg.,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
tallgrassfreight.com,services_other,us,Tallgrass Freight Company,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
mothandflamevr.com,edtech,us,Moth + Flame,inc.com_api_i5list,inc.com_api_i5list,3,blog/,False,,
fairmat.com,services_other,eu,Fairmat,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,0,,False,,
credpal.com,fintech_insurance,us,CredPal,yc_directory,yc_directory,49,blog.,True,,
webitservices.com,services_other,us,WebIT Services,inc.com_api_i5list,inc.com_api_i5list,105,blog/,True,,
cohencpa.com,services_other,us,Cohen & Company,inc.com_api_i5list,inc.com_api_i5list,15,blog/,False,,
acgnc.net,services_other,us,Allegiance Contracting Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
nexhealth.com,health,us,NexHealth,g2.com_wayback,g2.com_wayback,179,blog.,True,,
capstonetitletx.com,services_other,us,Capstone Title,inc.com_api_i5list,inc.com_api_i5list,25,blog/,True,,
naava.io,ecommerce_retail,eu,Naava Group,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
elliementalhealth.com,health,us,Ellie Mental Health,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
tella.com,software_saas,eu,Tella,yc_directory,yc_directory,0,,False,,
premiercoil.com,services_other,us,Premier Coil Solutions,inc.com_api_i5list,inc.com_api_i5list,8,blog/,False,,
humi.ca,software_saas,us,Humi,yc_directory,yc_directory,138,blog/,True,,
orchard.com,services_other,us,Orchard Homes,inc.com_api_i5list,inc.com_api_i5list,331,blog/,True,,
industryft.com,fintech_insurance,us,Industry FinTech,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
kallesgroup.com,services_other,us,Kalles Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
pioneer.bank,fintech_insurance,us,Pioneer Bank,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
revealmobile.com,software_saas,us,Reveal Mobile,inc.com_api_i5list,inc.com_api_i5list,24,blog/,False,,
sievedata.com,devtools,us,Sieve,yc_directory,yc_directory,0,,False,,
spohnranch.com,services_other,us,Spohn Ranch,inc.com_api_i5list,inc.com_api_i5list,1,blog/,False,,
heygotrade.com,fintech_insurance,us,Gotrade,yc_directory,yc_directory,1,blog.,False,,
magnustech.com,software_saas,us,Magnus Technologies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
leebuildingclean.com,services_other,us,Lee Building Maintenance,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
heru.app,fintech_insurance,us,Heru,yc_directory,yc_directory,38,blog/,True,,
sidebysidestuff.com,ecommerce_retail,us,Side By Side Stuff,inc.com_api_i5list,inc.com_api_i5list,154,blog.,True,,
brandbucket.com,ecommerce_retail,us,BrandBucket,inc.com_api_i5list,inc.com_api_i5list,196,blog/,True,,
junipersquare.com,fintech_insurance,us,Juniper Square,inc.com_api_i5list,inc.com_api_i5list,87,blog/,True,,
latchel.com,software_saas,us,Latchel,yc_directory,yc_directory,148,blog/,True,,
curacel.co,fintech_insurance,eu,Curacel,yc_directory,yc_directory,0,,False,,
peachtreerestorations.com,services_other,us,M.W. Johnson Enterprises,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
releasefinans.se,fintech_insurance,eu,Umeå Release Finans,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
popfitclothing.com,ecommerce_retail,us,POP Fit Clothing,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
wakie.com,software_saas,us,Wakie,yc_directory,yc_directory,0,,False,,
spigglelaw.com,services_other,us,The Spiggle Law Firm,inc.com_api_i5list,inc.com_api_i5list,32,blog/,True,,
perrymgmt.com,services_other,us,Perry Construction Management,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
book.shuttlecentral.com,services_other,us,Shuttle Central,yc_directory,yc_directory,0,,False,,
thirdera.com,services_other,us,Thirdera,inc.com_api_i5list,inc.com_api_i5list,165,blog/,True,,
bninspects.com,services_other,us,B&N Inspection,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
precise-soft.com,services_other,us,Precise Software Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
callcenter-salespro.com,services_other,us,Call Center Sales Pro,inc.com_api_i5list,inc.com_api_i5list,272,blog/,True,,
thebuildingarts.com,services_other,us,Picardie Timber Frame,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
pieinsurance.com,fintech_insurance,us,Pie Insurance,inc.com_api_i5list,inc.com_api_i5list,237,blog/,True,,
heycanopy.com,fintech_insurance,us,Canopy (was Encarte),yc_directory,yc_directory,0,,False,,
centurionlandtitle.com,services_other,us,Centurion Land Title,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
activenav.com,software_saas,us,Active Navigation,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
spatialfront.com,services_other,us,Spatial Front,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
bamboohr.com,software_saas,us,BambooHR,g2.com_wayback,g2.com_wayback,149,blog/,True,,
davenportgroup.com,services_other,us,Davenport Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
gocourser.com,services_other,us,Courser,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
zoomici.fr,services_other,eu,ZOOMICI,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
basemark.com,devtools,eu,Basemark,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,17,blog/,False,,
cogram.com,software_saas,us,Cogram,yc_directory,yc_directory,0,,False,,
op2labs.com,health,us,OP2 Labs,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
telm.ai,software_saas,us,Telmai,yc_directory,yc_directory,43,blog/,True,,
agmtechsolutions.com,services_other,us,AGM Tech Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
oakdalegroup.com,fintech_insurance,us,Oakdale Mortgage,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
syronahealth.com,health,eu,Syrona Health,yc_directory,yc_directory,1,blog/,False,,
genesis360llc.com,services_other,us,Genesis 360,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
vuesol.com,services_other,us,Vuesol Technologies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
hypercontext.com,software_saas,us,Hypercontext,yc_directory,yc_directory,229,blog/,True,,
territoryfoods.com,ecommerce_retail,us,Territory Foods,inc.com_api_i5list,inc.com_api_i5list,188,blog/,True,,
rendermatology.com,health,us,REN Dermatology & Laser Center,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
finpay.com,health,us,FinPay,inc.com_api_i5list,inc.com_api_i5list,52,blog.,True,,
touchnetworks.co.uk,services_other,uk,In Touch Networks,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
bluecrewjobs.com,services_other,us,Bluecrew,yc_directory,yc_directory,115,blog/,True,,
anglerco.com,services_other,us,Angler Construction,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
proequityam.com,services_other,us,ProEquity Asset Management Corporation,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
easol.com,software_saas,eu,Easol,yc_directory,yc_directory,2,blog/,False,,
unitedmedicalcredit.com,fintech_insurance,us,United Medical Credit,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
aisle50.com,ecommerce_retail,us,Aisle50,yc_directory,yc_directory,17,blog.,False,,
somatechnology.com,health,us,Soma Tech Intl,inc.com_api_i5list,inc.com_api_i5list,322,blog/,True,,
katequinn.com,ecommerce_retail,us,Kate Quinn,inc.com_api_i5list,inc.com_api_i5list,105,blog/,True,,
insightpestnorthwest.com,services_other,us,Insight Pest Solutions Portland,inc.com_api_i5list,inc.com_api_i5list,97,blog/,True,,
insellerate.com,fintech_insurance,us,Insellerate,inc.com_api_i5list,inc.com_api_i5list,59,blog/,True,,
pivotint.com,services_other,us,Pivot International,inc.com_api_i5list,inc.com_api_i5list,396,blog/,True,,
ure-group.com,services_other,us,United Real Estate Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
geniusprogetti.com,services_other,eu,Genius Progetti,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,34,blog/,True,,
gridware.io,software_saas,us,Gridware,yc_directory,yc_directory,0,,False,,
voosh.ai,software_saas,us,Voosh,yc_directory,yc_directory,0,,False,,
ledgerinvesting.com,fintech_insurance,us,Ledger Investing,yc_directory,yc_directory,0,,False,,
itauthorities.com,services_other,us,IT Authorities,inc.com_api_i5list,inc.com_api_i5list,71,blog/,True,,
americandrapery.com,services_other,us,American Drapery Systems,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
sanvall.com,health,us,Sanvall Enterprises,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
skalis.eu,services_other,eu,skalis portage salarial,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
edsby.com,edtech,other,Edsby,g2.com_wayback,g2.com_wayback,0,,False,,
searchspring.com,software_saas,us,Searchspring,inc.com_api_i5list,inc.com_api_i5list,253,blog/,True,,
ivycityco.com,ecommerce_retail,us,Ivy City Co.,inc.com_api_i5list,inc.com_api_i5list,66,blog/,True,,
ipg.biz,ecommerce_retail,us,International Products Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
getrhythmm.com,ecommerce_retail,us,Rhythmm,yc_directory,yc_directory,0,,False,,
burgesscivil.com,services_other,us,Burgess Civil,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
bullfrog.net,services_other,us,Bullfrog Group,inc.com_api_i5list,inc.com_api_i5list,4,blog.,False,,
heydoctor.com,health,us,HeyDoctor,yc_directory,yc_directory,0,,False,,
storedtech.com,services_other,us,Stored Technology Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
casetext.com,software_saas,us,Casetext,yc_directory,yc_directory,133,blog/,True,,
strongcompute.com,software_saas,us,Strong Compute,yc_directory,yc_directory,0,,False,,
tricapres.com,services_other,us,Tricap Residential Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
graffiti-shield.com,ecommerce_retail,us,Graffiti Shield,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
lanesevenapparel.com,ecommerce_retail,us,Lane Seven Apparel,inc.com_api_i5list,inc.com_api_i5list,3,blog.,False,,
milliondollarbabyco.com,ecommerce_retail,us,Million Dollar Baby Co.,inc.com_api_i5list,inc.com_api_i5list,6,blog/,False,,
learnplatform.com,edtech,us,LearnPlatform,inc.com_api_i5list,inc.com_api_i5list,198,blog/,True,,
maingear.com,ecommerce_retail,us,MAINGEAR,inc.com_api_i5list,inc.com_api_i5list,7,blog/,False,,
boardroominsiders.com,services_other,us,Boardroom Insiders,inc.com_api_i5list,inc.com_api_i5list,210,blog/,True,,
smilepoint.us,health,us,Smilepoint,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
abalonebio.com,health,us,Abalone Bio,yc_directory,yc_directory,0,,False,,
axisge.com,services_other,us,Axis Global Enterprises,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
bidtheatre.com,software_saas,eu,Bidtheatre,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
microtime.com,ecommerce_retail,us,Microtime Computers,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
senior1care.com,health,us,Senior1Care,inc.com_api_i5list,inc.com_api_i5list,65,blog/,True,,
goimpacttechnology.com,services_other,us,IMPACT Technology Recruiting,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
rozalado.com,services_other,us,Rozalado Services,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
pactima.com,software_saas,us,Pactima,yc_directory,yc_directory,0,,False,,
distillery.com,services_other,us,Distillery Tech,inc.com_api_i5list,inc.com_api_i5list,232,blog/,True,,
drinkcoffee.com,services_other,us,Corporate Essentials,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
proformaglobalsourcing.com,ecommerce_retail,us,Proforma Global Sourcing,inc.com_api_i5list,inc.com_api_i5list,2,blog/,False,,
goldstandardtelecom.com,ecommerce_retail,us,Gold Standard Telecom,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
avicado.com,services_other,us,Avicado Construction Technology Services,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
bolt.eu,services_other,eu,Bolt,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,246,blog.,True,,
hellokip.com,health,us,Kip Health,yc_directory,yc_directory,3,blog.,False,,
nomadnessrentals.com,services_other,us,Nomadness Corporation,inc.com_api_i5list,inc.com_api_i5list,145,blog.,True,,
haydenoutdoors.com,services_other,us,Hayden Outdoors,inc.com_api_i5list,inc.com_api_i5list,43,blog/,True,,
questns.com,services_other,us,Quest National Services,inc.com_api_i5list,inc.com_api_i5list,9,blog/,False,,
powertechteam.com,services_other,us,PowerTech,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
creativealignments.com,services_other,us,Creative Alignments,inc.com_api_i5list,inc.com_api_i5list,36,blog.,True,,
voize.de,health,eu,voize,yc_directory,yc_directory,9,blog/,False,,
greenfly.com,software_saas,us,Greenfly,inc.com_api_i5list,inc.com_api_i5list,140,blog/,True,,
aus.com,services_other,us,Allied Universal,inc.com_api_i5list,inc.com_api_i5list,293,blog/,True,,
watersportscentral.com,ecommerce_retail,us,WaterSports Central,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
emarkanalytics.com,services_other,eu,Emark,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,116,blog.,True,,
aoadx.com,health,us,AOA Dx,yc_directory,yc_directory,0,,False,,
bevsource.com,services_other,us,BevSource,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
pakible.com,services_other,us,Pakible,yc_directory,yc_directory,8,blog.,False,,
experoinc.com,services_other,us,Expero,inc.com_api_i5list,inc.com_api_i5list,31,blog/,True,,
1sourcebusiness.com,services_other,us,1 Source Business Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
pinnacleifs.com,fintech_insurance,us,Pinnacle Insurance and Financial Services,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
piedmontpays.com,fintech_insurance,us,PIEDMONT PAYMENT SERVICES,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
sensehq.com,software_saas,us,Sense,inc.com_api_i5list,inc.com_api_i5list,138,blog.,True,,
bromptontech.com,services_other,uk,Brompton Technology,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,0,,False,,
ablepayhealth.com,health,us,AblePay Health,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
brookstonerestoration.com,services_other,us,Brookstone Restoration,inc.com_api_i5list,inc.com_api_i5list,53,blog/,True,,
perfectserve.com,health,us,Perfectserve,inc.com_api_i5list,inc.com_api_i5list,252,blog/,True,,
cooperativairis.org,services_other,eu,Iris Soc. Cooperativa Sociale,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
buypeakperformance.com,health,us,Peak Performance Life,inc.com_api_i5list,inc.com_api_i5list,79,blog/,True,,
hb-friends.com,services_other,eu,Heissen Becker & Friends,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,0,,False,,
campus.ink,ecommerce_retail,us,Campus Ink,inc.com_api_i5list,inc.com_api_i5list,230,blog/,True,,
cdg.io,services_other,us,Cyber Defense Group (CDG),inc.com_api_i5list,inc.com_api_i5list,0,,False,,
proclaimroof.com,services_other,us,Proclaim Roofing,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
backtotheroots.com,ecommerce_retail,us,Back to the Roots,inc.com_api_i5list,inc.com_api_i5list,54,blog/,True,,
alevastores.com,health,us,American Medical Services,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
psychiatryinstitute.com,services_other,us,Integrative Psychiatry Institute,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
smartchoiceagents.com,fintech_insurance,us,Smart Choice,inc.com_api_i5list,inc.com_api_i5list,2,blog/,False,,
dimiour.io,services_other,us,Dimiour,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
preflight.com,devtools,us,Preflight,yc_directory,yc_directory,52,blog/,True,,
advancedbusinesssolutions.com,services_other,us,Advanced Business Solutions,inc.com_api_i5list,inc.com_api_i5list,101,blog/,True,,
dripos.com,software_saas,us,Dripos,yc_directory,yc_directory,0,,False,,
thread.com,ecommerce_retail,eu,Thread,yc_directory,yc_directory,4,blog.,False,,
swdgroup.com,fintech_insurance,us,Strategic Wealth Designers,inc.com_api_i5list,inc.com_api_i5list,40,blog/,True,,
atlantismortgage.com,fintech_insurance,us,Atlantis Financial Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
interimslc.com,health,us,GSDED,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
whitelabgx.com,health,eu,WhiteLab Genomics,yc_directory,yc_directory,0,,False,,
charlesthayne.com,services_other,us,Lucidpress,g2.com_wayback,g2.com_wayback,0,,False,,
siteimprove.com,software_saas,eu,Siteimprove,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,310,blog/,True,,
onestream.com,software_saas,us,OneStream Software,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
telesis7.com,services_other,us,Telesis7,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
jobvite.com,software_saas,,Jobvite,g2.com_wayback,g2.com_wayback,192,blog/,True,,
skymountpg.com,services_other,us,Skymount,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
skysolutions.com,services_other,us,Sky Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
projectrepat.com,ecommerce_retail,us,Project Repat,inc.com_api_i5list,inc.com_api_i5list,281,blog/,True,,
yhangry.com,services_other,eu,yhangry,yc_directory,yc_directory,0,,False,,
propertyproslm.com,services_other,us,Property Pros Land Management,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
onesourcevirtual.com,services_other,us,OneSource Virtual,inc.com_api_i5list,inc.com_api_i5list,129,blog/,True,,
wrike.com,software_saas,,Wrike,g2.com_wayback,g2.com_wayback,220,blog/,True,,
liquidweb.com,services_other,us,Liquid Web,inc.com_api_i5list,inc.com_api_i5list,148,blog/,True,,
shaped.ai,devtools,us,Shaped,yc_directory,yc_directory,16,blog/,False,,
shedavi.com,health,us,Shedavi,inc.com_api_i5list,inc.com_api_i5list,142,blog/,True,,
precision.services,services_other,us,Precision Construction Services,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
puritycoffee.com,ecommerce_retail,us,Purity Coffee,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
divvycloud.com,software_saas,us,DivvyCloud,inc.com_api_i5list,inc.com_api_i5list,171,blog/,True,,
mattcurtisrealestate.com,services_other,us,Matt Curtis Real Estate,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
myaura.com,fintech_insurance,us,Aura Financial Corporation,inc.com_api_i5list,inc.com_api_i5list,10,blog/,False,,
primallabs.com,health,us,Primal Health,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
